11,11,18,17,18,11,11,11,19,11,16,11,11,11,11,22,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,63,50,50,50,50
11,18,11,11,17,11,18,12,11,11,11,22,34,35,36,1,1,1,1,1,1,1,2,1,4,1,1,1,38,39,39,39,39,48,61,55,50,50,50,50
11,11,12,11,11,11,11,11,22,34,36,1,1,1,1,1,5,1,4,1,1,1,1,1,4,6,1,46,47,39,39,39,39,39,49,51,50,50,50,50
11,11,11,11,12,11,11,22,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,4,1,5,46,47,39,39,39,39,39,39,49,50,50,50,50,50
19,18,11,11,11,11,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,38,39,39,39,39,39,39,39,49,50,50,50,50,50
11,11,22,34,35,36,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,6,1,38,39,39,39,48,39,39,39,49,50,50,50,50,50
11,11,26,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,46,47,39,39,39,39,48,39,39,63,50,50,50,51,50
15,19,24,1,1,1,1,1,1,21,20,5,1,1,1,1,1,1,1,1,1,1,1,1,46,47,39,39,39,48,39,39,39,61,55,50,50,50,50,50
11,15,24,1,1,1,2,1,25,11,17,20,1,1,1,1,1,5,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,63,50,50,50,50,50,50
13,11,28,1,1,3,1,1,10,12,11,11,26,1,1,2,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,61,55,50,51,50,50,50,50
11,22,1,1,1,1,4,1,27,11,13,11,28,1,1,1,1,1,1,1,4,1,6,1,38,39,39,39,39,39,39,39,49,50,50,50,51,50,50,50
11,26,1,1,1,1,1,1,1,34,35,36,1,1,1,1,1,4,1,1,1,1,1,1,38,39,39,39,39,39,39,39,49,50,50,50,50,50,50,50
11,24,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,38,39,39,39,48,39,39,39,63,50,50,50,50,50,50,50
11,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,47,39,39,39,39,39,39,61,55,50,50,50,50,50,50,50
11,28,1,1,1,1,5,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,49,50,50,50,50,50,50,50,50
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,38,39,39,39,39,39,39,39,49,50,50,50,50,50,50,50,50
1,1,1,1,1,1,1,1,4,1,5,1,1,1,1,1,1,1,4,1,1,1,46,47,39,39,39,39,39,48,39,49,50,50,50,50,51,50,50,50
1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,48,39,39,39,39,49,50,50,50,50,50,50,50,50
4,1,5,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,49,50,50,50,50,50,51,50,50
1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,1,2,1,1,38,39,39,39,39,39,39,39,39,49,50,50,50,50,50,50,50,50
1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,63,50,51,50,50,50,50,50,50
1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,2,1,5,4,1,1,46,47,39,39,39,39,39,39,39,61,55,50,50,50,50,50,50,50,50
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,38,39,39,39,39,39,39,39,39,49,50,50,50,50,50,50,50,50,50
13,26,1,1,1,1,4,4,1,1,1,1,5,1,1,1,1,1,1,1,1,38,39,48,39,39,39,39,39,48,49,50,50,50,50,50,50,50,50,50
11,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,38,39,39,39,39,39,39,39,39,49,50,50,50,50,51,50,50,50,50
11,20,1,1,1,1,1,1,5,1,1,4,1,1,1,7,1,1,1,1,1,38,39,39,39,39,48,39,39,39,49,50,50,50,50,50,50,51,50,50
11,19,20,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,38,39,39,39,39,39,39,39,39,49,50,50,50,50,50,51,50,50,50
11,11,13,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,48,39,39,39,39,49,50,50,50,50,50,50,50,50,50
14,18,11,24,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,7,1,38,39,39,39,39,39,39,39,39,49,50,51,50,50,50,50,50,50,50
19,11,17,24,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,38,39,39,39,39,39,39,39,39,49,50,50,50,50,50,50,50,50,50
11,17,19,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,49,50,50,51,50,50,50,50,50,50
11,11,11,28,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,42,43,39,39,39,39,39,39,39,57,53,50,50,50,50,50,50,50,50
18,11,11,26,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,59,50,50,50,50,50,50,50,50
11,13,11,28,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,48,39,39,57,53,50,50,50,50,50,50,50
12,11,22,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,43,39,39,39,48,39,39,39,39,59,50,50,51,50,50,50,51
11,12,26,1,1,1,1,1,1,1,1,4,1,4,1,5,1,1,1,1,5,1,1,38,39,39,39,39,48,39,39,39,49,50,50,50,50,50,51,50
11,11,28,1,1,1,1,1,7,1,4,1,4,1,1,1,1,1,1,1,1,1,4,38,48,39,39,39,39,39,39,39,49,50,50,50,50,50,50,50
11,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,4,1,1,38,39,39,39,39,39,39,39,48,57,53,50,50,50,50,50,50
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,42,43,39,39,39,39,39,39,39,39,59,50,50,50,50,50,50
1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,49,50,50,50,51,50,50
1,5,1,2,1,1,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,38,39,39,48,39,39,39,39,39,49,50,50,50,50,50,50
1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,2,1,1,1,1,6,38,39,39,39,39,39,39,39,39,49,50,50,51,50,50,50
1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,43,39,39,39,39,39,39,39,57,53,50,50,50,50,50
20,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,1,38,39,39,39,39,39,39,39,39,59,50,50,50,50,51
18,26,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,38,39,39,39,39,39,39,48,39,57,53,50,50,50,50
11,28,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,43,39,39,39,39,39,39,39,39,59,50,50,50,50
12,20,30,31,31,32,1,1,1,1,1,1,4,1,1,1,1,3,1,1,5,1,1,7,1,1,42,43,39,39,39,39,39,39,39,49,50,50,50,50
19,11,11,19,11,12,20,32,30,32,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,38,39,39,39,39,39,48,39,49,50,51,50,50
11,18,11,13,11,11,11,11,11,11,20,30,32,1,1,1,1,5,1,1,1,1,1,1,1,1,1,38,39,39,39,39,48,39,39,57,53,50,50,50
11,11,17,18,11,17,11,14,18,11,19,13,11,20,1,1,1,1,1,1,1,1,1,1,1,1,1,42,43,39,39,39,39,48,39,39,59,50,50,50
