20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,21,13,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,13,20,20,21,13,20,20,20,20,20,20,20,20,20,20,21,13,20,20,20,20,20,20,31,10,27,20,20,20,20,20,19,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,13,20,20,21,13,20,20,20,20,20,20,20,31,10,10,25,26,10,10,10,27,20,31,10,11,3,23,10,27,20,20,21,13,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,13,20,20,20,20,20,31,10,10,11,1,1,9,11,1,1,1,23,27,14,1,1,1,1,1,23,27,16,13,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,13,20,20,20,20,20,20,14,1,1,1,1,1,1,1,1,1,1,1,23,11,1,1,1,1,1,1,15,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,11,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,30,31,10,27,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,10,11,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,23,10,11,4,15,20
20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,14,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,15,20
20,20,20,20,19,20,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,20,14,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,30,20
20,20,20,31,24,27,21,13,20,20,20,20,20,20,20,20,20,20,20,20,20,21,22,1,6,34,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,15,20,20
20,20,31,11,1,23,32,20,20,20,20,20,20,20,20,20,20,20,20,20,16,13,33,36,30,14,1,1,1,1,1,1,1,1,1,1,1,1,1,6,34,1,1,1,1,3,6,30,20,20
20,20,14,1,1,1,15,20,20,21,17,20,20,20,20,20,20,20,20,20,20,20,20,31,10,11,1,1,1,1,1,1,1,1,1,1,1,1,6,30,33,34,1,1,1,1,23,27,20,20
20,20,33,34,1,1,15,20,21,13,20,20,20,20,20,20,19,20,20,20,20,20,20,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,27,20,14,3,1,1,1,1,15,20,20
20,20,20,33,36,36,30,21,13,20,20,20,20,20,20,21,13,20,20,20,20,20,20,14,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,15,31,11,1,1,1,1,1,15,20,20
20,20,20,19,20,20,20,18,20,20,20,20,20,20,21,13,20,20,20,20,20,20,20,33,34,1,1,5,1,1,1,1,1,1,2,1,1,1,1,15,14,1,1,1,3,1,6,30,20,20
20,20,21,13,20,20,20,31,10,10,10,10,10,25,13,20,20,20,20,20,20,20,20,20,14,1,1,1,1,1,2,1,1,2,1,1,1,6,36,30,33,36,34,3,1,6,30,20,20,20
20,21,13,20,20,31,10,11,1,4,1,1,1,23,10,10,27,20,20,20,20,20,20,20,33,36,34,1,1,1,1,1,2,1,1,1,6,30,20,20,21,17,33,36,36,30,20,20,20,20
20,18,20,20,31,11,1,1,1,1,1,1,1,1,1,1,23,27,20,20,20,20,20,20,20,20,33,36,34,1,4,1,1,1,6,36,30,19,20,21,13,20,20,20,20,20,20,20,20,20
20,20,20,20,14,1,1,1,1,1,1,1,1,1,2,1,1,15,20,20,20,20,20,20,20,20,20,20,33,36,36,36,36,36,30,20,21,13,16,13,20,20,20,20,20,20,20,20,20,20
20,20,20,20,14,1,1,4,1,1,1,1,1,5,1,1,1,15,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,31,11,1,2,1,1,1,1,1,1,1,1,1,1,15,20,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,14,1,1,1,1,1,1,1,3,1,1,1,1,5,15,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,31,11,1,1,1,1,1,1,1,1,1,1,1,1,6,30,20,18,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,14,1,1,1,1,1,1,1,1,1,1,1,6,36,30,20,20,20,20,20,20,20,20,20,20,20,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20
20,20,33,36,34,4,1,1,1,1,1,1,1,1,23,10,10,27,20,20,20,20,20,20,20,20,20,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,13,20,20,20,20
20,20,19,31,11,1,1,1,1,1,1,1,1,1,1,1,1,15,20,20,21,17,20,20,20,20,20,21,13,20,20,20,20,20,20,20,20,20,20,31,10,10,10,27,18,20,20,20,20,20
