11,11,18,17,18,11,11,11,19,11,16,11,11,11,11,22,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,18,11,11,17,11,18,12,11,11,11,22,34,35,36,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,11,12,11,11,11,11,11,22,34,36,1,1,1,1,1,1,1,4,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,11,11,11,12,11,11,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
19,18,11,11,11,11,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,11,22,34,35,36,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,11,26,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
15,19,24,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,15,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
13,11,28,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,22,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,24,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,28,1,1,1,1,5,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
1,1,1,1,1,1,1,1,4,1,5,1,1,1,1,1,1,1,4,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
4,1,1,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,1,2,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,5,4,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
13,26,1,1,1,1,4,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,20,1,1,1,1,1,1,1,1,1,4,1,1,1,7,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,11,13,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
14,18,11,24,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
19,11,17,24,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,17,19,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
11,11,11,28,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
